Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YOR145C,853.640,1.637,0.220,7.437,1.03E-13,2.95E-12
YGL078C,1223.262,1.644,0.209,7.880,3.29E-15,1.23E-13
YJL198W,1520.738,1.647,0.186,8.879,6.73E-19,3.89E-17
YBR172C,766.340,1.648,0.216,7.623,2.48E-14,7.97E-13
YNR066C,268.166,1.651,0.254,6.494,8.34E-11,1.67E-09
YKR080W,785.799,1.660,0.217,7.661,1.85E-14,6.02E-13
YOR287C,153.463,1.665,0.299,5.573,2.50E-08,3.20E-07
YER126C,640.225,1.665,0.224,7.446,9.62E-14,2.78E-12
YJR012C,61.110,1.671,0.411,4.070,4.71E-05,0.000277079
YMR145C,1616.256,1.672,0.189,8.845,9.18E-19,5.10E-17
YNL171C,24.544,1.672,0.632,2.644,0.008192962,0.024017967
YMR186W,7691.379,1.673,0.176,9.528,1.60E-21,1.12E-19
YDR184C,352.876,1.679,0.230,7.313,2.62E-13,7.23E-12
YJL109C,1383.678,1.682,0.192,8.749,2.15E-18,1.14E-16
YCL054W,505.520,1.683,0.259,6.489,8.64E-11,1.72E-09
YEL033W,4022.532,1.683,0.201,8.379,5.36E-17,2.41E-15
YMR309C,1943.926,1.684,0.219,7.691,1.46E-14,4.82E-13
YMR179W,211.511,1.688,0.260,6.494,8.38E-11,1.67E-09
YOL077W-A,16.870,1.692,0.752,2.249,0.024511292,0.060168975
YMR242C,5320.131,1.698,0.173,9.804,1.08E-22,8.91E-21
YGL191W,382.255,1.700,0.256,6.638,3.19E-11,6.79E-10
YNL132W,784.798,1.705,0.201,8.468,2.50E-17,1.18E-15
YGL206C,750.445,1.712,0.247,6.928,4.26E-12,1.04E-10
YNR019W,1013.339,1.717,0.192,8.963,3.16E-19,1.87E-17
YNL308C,720.760,1.722,0.684,2.518,0.011786805,0.032470439
YJL122W,290.992,1.722,0.257,6.710,1.95E-11,4.37E-10
YDR512C,48.197,1.723,0.449,3.841,0.000122586,0.000637422
YMR286W,61.014,1.724,0.459,3.754,0.00017423,0.000868437
YEL065W,686.169,1.724,0.302,5.707,1.15E-08,1.57E-07
YDR218C,25.286,1.725,0.625,2.761,0.005762311,0.017693647
YPL160W,2989.923,1.726,0.188,9.172,4.66E-20,2.98E-18
YMR290C,1164.382,1.727,0.211,8.167,3.15E-16,1.31E-14
YDL112W,528.007,1.728,0.208,8.298,1.06E-16,4.49E-15
YER125W,348.079,1.736,0.231,7.523,5.34E-14,1.62E-12
YGL009C,728.606,1.744,0.263,6.622,3.53E-11,7.42E-10
YFR023W,22.352,1.745,0.637,2.741,0.00612868,0.018650119
YPL027W,12.062,1.746,0.865,2.019,0.043474892,0.096457144
YJR009C,21565.636,1.747,0.172,10.155,3.16E-24,3.07E-22
YBR295W,373.358,1.753,0.250,7.014,2.31E-12,5.82E-11
YKL154W,361.387,1.757,0.290,6.052,1.43E-09,2.27E-08
YIL162W,420.743,1.762,0.276,6.378,1.80E-10,3.35E-09
YEL034C-A,2332.803,1.771,0.200,8.866,7.60E-19,4.31E-17
YPR151C,24.770,1.785,0.615,2.902,0.003711607,0.01218088
YKR075C,33.205,1.788,0.536,3.333,0.000858519,0.003476268
YJR063W,251.510,1.791,0.273,6.551,5.71E-11,1.16E-09
YLR435W,192.089,1.797,0.286,6.285,3.28E-10,5.86E-09
YKR024C,351.269,1.799,0.237,7.594,3.11E-14,9.76E-13
YMR070W,347.681,1.811,0.236,7.660,1.86E-14,6.03E-13
YPR190C,626.211,1.811,0.235,7.711,1.25E-14,4.16E-13
YBL054W,630.501,1.814,0.247,7.333,2.25E-13,6.24E-12
YER001W,1518.527,1.820,0.199,9.152,5.61E-20,3.47E-18
YDL241W,100.168,1.824,0.336,5.427,5.73E-08,6.70E-07
YKL172W,964.344,1.827,0.290,6.305,2.89E-10,5.18E-09
YNL190W,796.711,1.828,0.213,8.594,8.40E-18,4.27E-16
YOR341W,1738.323,1.830,0.207,8.840,9.54E-19,5.24E-17
YJL118W,125.769,1.836,0.313,5.865,4.49E-09,6.62E-08
YMR269W,114.091,1.845,0.414,4.452,8.51E-06,5.98E-05
YJL208C,431.679,1.849,0.217,8.503,1.85E-17,9.05E-16
YLL013C,110.397,1.850,0.364,5.080,3.77E-07,3.59E-06
YGR211W,1114.646,1.861,0.188,9.906,3.91E-23,3.37E-21
YPL093W,2174.962,1.865,0.190,9.790,1.24E-22,1.00E-20
YOR204W,871.659,1.866,0.193,9.657,4.59E-22,3.42E-20
YBR238C,237.379,1.867,0.279,6.689,2.24E-11,4.90E-10
YLL019C,175.431,1.870,0.302,6.187,6.12E-10,1.05E-08
YGR079W,404.437,1.876,0.221,8.472,2.40E-17,1.15E-15
YCL026C-B,66.252,1.884,0.395,4.771,1.83E-06,1.51E-05
YMR229C,1217.475,1.906,0.234,8.162,3.31E-16,1.36E-14
YFR055W,1001.358,1.937,0.282,6.874,6.25E-12,1.51E-10
YGR014W,333.939,1.942,0.233,8.322,8.65E-17,3.76E-15
YPL217C,596.786,1.956,0.247,7.907,2.65E-15,1.01E-13
YKL107W,85.121,1.964,0.363,5.419,6.01E-08,6.96E-07
YMR006C,1144.675,1.972,0.200,9.882,4.99E-23,4.24E-21
YOR383C,511.619,1.973,0.234,8.429,3.48E-17,1.62E-15
YHR049C-A,65.128,1.981,0.411,4.820,1.43E-06,1.22E-05
YNL112W,2590.075,1.990,0.213,9.358,8.14E-21,5.33E-19
YAL035W,2714.783,2.011,0.650,3.092,0.001988146,0.007155219
YJL194W,305.845,2.013,0.257,7.833,4.78E-15,1.78E-13
YOR387C,62.244,2.029,0.429,4.731,2.24E-06,1.81E-05
YJL189W,238.922,2.035,0.317,6.424,1.33E-10,2.53E-09
YJL087C,221.409,2.062,0.267,7.731,1.06E-14,3.62E-13
YLR179C,2105.320,2.080,0.197,10.570,4.10E-26,5.07E-24
YNR072W,88.752,2.090,0.374,5.592,2.24E-08,2.90E-07
YPR013C,349.659,2.091,0.267,7.826,5.06E-15,1.86E-13
YKR046C,842.101,2.102,0.194,10.807,3.20E-27,4.58E-25
YGL170C,86.869,2.119,0.361,5.864,4.52E-09,6.64E-08
YER044C,517.408,2.124,0.237,8.977,2.77E-19,1.66E-17
YMR121C,959.629,2.138,0.217,9.858,6.31E-23,5.28E-21
YPR065W,618.160,2.140,0.204,10.476,1.12E-25,1.32E-23
YHL044W,143.513,2.144,0.300,7.141,9.25E-13,2.42E-11
YBR244W,484.895,2.145,0.243,8.813,1.21E-18,6.53E-17
YML056C,4869.333,2.209,0.173,12.787,1.94E-37,6.60E-35
YKL078W,400.962,2.254,0.234,9.632,5.84E-22,4.29E-20
YGR159C,4360.152,2.263,0.178,12.742,3.45E-37,1.10E-34
YOL141W,164.178,2.264,0.290,7.819,5.32E-15,1.93E-13
YOR338W,45.113,2.272,0.493,4.605,4.13E-06,3.12E-05
YPL111W,477.894,2.276,0.293,7.775,7.55E-15,2.63E-13
YPL171C,48.930,2.283,0.505,4.517,6.27E-06,4.56E-05
YMR120C,2577.610,2.311,0.273,8.479,2.27E-17,1.09E-15
YDR232W,619.188,2.321,0.218,10.667,1.44E-26,1.87E-24
YCL037C,270.406,2.343,0.270,8.681,3.91E-18,2.02E-16
YKL029C,2280.568,2.389,0.269,8.876,6.96E-19,3.98E-17
YLR307W,41.987,2.390,0.503,4.749,2.05E-06,1.67E-05
YLR046C,432.036,2.392,0.224,10.693,1.10E-26,1.46E-24
YJR048W,314.157,2.427,0.250,9.688,3.38E-22,2.59E-20
YFL053W,64.673,2.469,0.425,5.813,6.12E-09,8.88E-08
YML075C,1728.993,2.474,0.193,12.806,1.52E-37,5.51E-35
YLR205C,184.919,2.478,0.330,7.507,6.06E-14,1.79E-12
YAR015W,1369.386,2.491,0.204,12.217,2.53E-34,6.24E-32
YPL240C,2284.723,2.499,0.651,3.840,0.000123042,0.000638456
YLL009C,8.017,2.521,1.117,2.256,0.024047895,0.059199842
YGR061C,2516.923,2.524,0.178,14.146,1.97E-45,1.19E-42
YMR011W,694.829,2.537,0.232,10.938,7.59E-28,1.18E-25
YAL040C,617.314,2.564,0.212,12.103,1.02E-33,2.41E-31
YNL111C,389.597,2.731,0.229,11.917,9.61E-33,2.18E-30
YNR060W,714.647,2.745,0.216,12.693,6.45E-37,1.95E-34
YMR119W-A,340.030,2.800,0.269,10.425,1.90E-25,2.12E-23
YCL069W,32.298,2.834,0.607,4.667,3.06E-06,2.39E-05
YMR101C,27.544,2.854,0.642,4.448,8.68E-06,6.07E-05
YLL012W,732.076,2.999,0.223,13.477,2.15E-41,1.06E-38
YGR213C,469.019,3.000,0.241,12.426,1.88E-35,4.88E-33
YHR071W,558.425,3.058,0.217,14.083,4.85E-45,2.64E-42
YHL036W,187.372,3.074,0.300,10.262,1.05E-24,1.08E-22
YGR249W,54.970,3.081,0.474,6.493,8.40E-11,1.67E-09
YJL088W,216.279,3.163,0.291,10.870,1.60E-27,2.35E-25
YEL050W-A,19.012,3.240,1.023,3.166,0.001545444,0.005744448
YLR411W,197.090,3.282,0.291,11.262,2.01E-29,3.65E-27
YDR215C,3.965,3.309,1.626,2.036,0.0417993,0.093234042
YEL034W,6102.631,3.403,0.195,17.464,2.68E-68,4.85E-65
YOL024W,20.831,3.403,0.832,4.091,4.29E-05,0.000255535
YDR374C,17.146,3.750,0.893,4.197,2.70E-05,0.000169186
YCL048W,51.779,3.782,0.532,7.110,1.16E-12,2.99E-11
YDL039C,578.273,3.815,0.623,6.126,9.03E-10,1.51E-08
YHR032W-A,14.145,4.172,1.248,3.344,0.000826412,0.00336128
YCL027W,14.769,4.263,1.020,4.178,2.95E-05,0.000182961
YBL043W,99.750,4.912,0.486,10.109,5.06E-24,4.74E-22
YOR255W,2.868,5.276,2.171,2.430,0.015078191,0.039958676
YDL007C-A,3.331,5.504,2.068,2.661,0.007784762,0.023070048
YFR032C-B,34.349,7.688,1.517,5.069,4.00E-07,3.79E-06
YBR126W-B,79.527,8.173,1.497,5.460,4.75E-08,5.72E-07
